2025-06-05,chatGPTくんと作る学習ログのGoogleカレンダーとの連携メモ,35,ChatGPTくんにプログラム作成を丸投げしてアプリを作成。書き方が既に自分では全く分からないが、アイデアが形になってうれしい
2025-06-05,学習ログに連続学習記録、統計情報の確認機能を追加,25,chatgptくんから出てきたコードをチェックしながら必要な情報を共有し、コーディングしていくと機能が追加されていく流れが楽しく感じる。
2025-06-06,chatGPTくんが作成したflaskアプリからgoogleカレンダーへの連携,35,相変わらず何をやっているのかは分からないが、googleカレンダーへの連携ができると学習した感が増すのでぜひ完成させたい
2025-06-06,開始時刻を入力できるようにして、googleカレンダーに連携したときの時間を変えられるようにした,15,googleカレンダーへの連携ができるようになれば自分の勉強時間を可視化できるようになるので、ぜひ自分で使い倒していきたい
2025-06-07,Bootstrapの実装を開始,20,基本的にChatGPTの出してくるコードを切り貼りしているだけだが、見た目がどんどん変わって楽しい
2025-06-07,Bootstrapの実装,15,学習継続中
2025-06-07,学習記録アプリのPWA化,50,chatGPTのガイド通りに操作しただけでローカル環境とはいえWEBアプリを作成できたのは凄いと感じた。
2025-06-07,学習記録アプリのPWA化,50,chatGPTのガイド通りに操作しただけでローカル環境とはいえWEBアプリを作成できたのは凄いと感じた。
2025-06-16,アプリのデプロイ,85,ローカル環境で動かしてる。デプロイするの難しい
